stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,7,0,34,0,0,0,0,0,1,0,3,0,0,1,1,9,16,56,28,0,0,0,1,12,125,1,0,6,0,0,0,0,0,0,1,0,0,0
72hpf,1.13,2.82,0,5.07,0.28,3.95,0,0,0,0,0,0,0,0,0,0.28,3.95,12.68,1.97,8.17,0,0.28,0,2.25,23.68,14.09,0,0,7.89,0.28,0,0,3.38,0,0.28,2.54,0,0,0
21Day,8.88,7.77,4.81,53.65,0.37,7.77,0,1.85,1.11,1.85,0.37,0,5.92,1.85,5.18,32.56,9.62,13.69,15.17,46.62,0,0,7.4,12.58,20.72,14.06,1.85,0.37,26.64,6.66,0,0.37,2.22,2.96,3.33,3.33,0,0,2.59
3Month,0.62,9.88,5.2,71.77,0.31,0,0.31,0.31,12.38,10.19,0.31,0,383.72,19.76,0.52,190.25,12.07,22.05,16.12,12.59,2.18,1.35,2.7,57.73,1.56,0.62,1.77,0.62,0.21,9.05,0.1,4.37,2.29,0,0,0.31,2.18,2.08,7.91
22Month,0.27,3.28,10.11,18.17,0,0,0.96,0.27,10.39,17.76,33.07,0,421.15,9.7,0.96,568.87,0.68,2.73,12.57,10.39,0.82,17.76,1.91,3.83,0.68,0.68,2.05,0.55,0.27,1.64,0,2.19,8.75,0.68,0,0.14,0.14,0,3.69
