stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0,0,1.13,0.28,0.28,0,0,0,0.28,0,0,0,0,0,0,1.97,0,0.56,0,0,0,0,26.21,4.23,0.28,0,0,0.85,0,0,1.69,0.85,1.13,0,0,0,0
21Day,1.11,0.74,0,2.59,0,2.96,0,0.74,0,0,0,1.11,0.37,0,0,0,1.48,0.74,1.48,0,0,0.37,0,6.66,2.22,0.37,0,0,0.37,0.37,0,0,0.74,1.48,0,0,0,1.48
3Month,0,0.73,0.21,4.06,0.1,0,0.42,0.1,0.62,2.29,0.1,5.3,5.1,0.42,1.77,0.1,0.83,1.04,1.56,0.1,0,3.54,0.31,0.52,0.21,1.35,0,0,0,0.21,5.1,0.1,0,0,0.1,1.04,16.85,2.08
22Month,0,1.23,0.55,2.19,0,0,0.55,0,0.55,8.34,2.05,8.75,2.46,0.27,2.19,0,0.68,3.55,1.5,0,0.27,0.68,0,0.41,0,1.5,0.27,0.14,0,0.14,2.19,0.68,0.68,0,0,0.27,0.41,2.19
