stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,2,0,12,0,0,0,0,0,0,0,1,0,0,0,0,3,3,6,34,0,0,0,0,5,526,0,0,0,4,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.56,0,3.38,0,0,0,0,2.54,3.95,0,0,0,1.97,0,0,0.85,0,0,0,0
21Day,0.37,0,0,1.85,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.74,0.37,3.33,0,0,0,0,1.11,2.22,0,0,0,2.59,0.74,0,0.37,0,0,0,0
3Month,0,0.52,0.1,6.35,0.1,0,0.1,0.1,0.52,0.73,0,0,1.77,0.73,0.42,1.25,0.31,0.94,0.94,1.66,0.83,0,0.42,0.21,0.52,0.21,0.52,0.21,0,0,0.42,38.28,0,0,0.31,8.32,1.04
22Month,0.14,0.14,0.41,1.91,0,0,0.14,0.27,0,1.91,0.55,0,6.97,1.09,0.55,3.96,0,0,1.5,1.37,0,0.96,0.14,0,0.14,0.27,0.14,0,0.27,0,0.14,11.75,0,0.14,0,0,0.41
