stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.74,0.74,0,0,0,0,0.37,0,0,1.85,0,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0
3Month,0.21,0.52,4.99,13.11,0,1.46,6.35,3.85,0,7.39,2.91,0.31,292.7,0.94,2.5,2.7,4.06,0.31,0,0.31,0.73,0.21,0.1,1.04,0.1,0.1,1.35,2.18,0.21,0.1,0.83,3.22,3.64
22Month,0,0.41,1.78,3.28,0,0.41,3.96,1.37,0.14,41.68,0.27,0.27,194.32,0.14,0.68,2.32,1.78,0.14,2.6,0.14,0,0,0,0.27,0.27,0,0.41,0.41,0,0,0.14,0,0.82
