stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.85,0,0,0,0,0,0,0.28,0,0,0.28,8.46,3.95,0,0,0,0,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,4.81,4.07,0.74,0,0,0.74,0,0,1.85,0,0,14.06,0,1.48,0.74,1.85,0,0,0,0.37,1.48,0.37,0,0,0,2.22,0,0,0.37,0.37,0.37,0,0,0
3Month,0.1,0.73,10.51,20.7,0,1.46,0.21,44.1,2.5,0,52.53,3.33,0.42,392.87,0.94,2.6,1.35,2.6,0.52,0.1,10.4,6.14,0.62,0.1,3.43,0.42,0,0.21,2.81,1.87,0.21,0.21,0,1.04,1.77,2.29
22Month,0,0.68,8.2,5.47,0,0,0.14,16.81,0.96,0.27,48.37,0.27,0.27,293.25,0,0.68,0.68,1.64,0,1.64,3.69,0.27,0,0,2.73,0.27,0.14,0.14,0.27,0.82,0.41,0,0,0,0,0.41
