stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,6,0,31,0,0,0,0,0,0,1,0,0,0,0,0,4,7,77,54,0,0,0,0,19,248,0,0,0,15,0,0,0,0,0,1,0,0,0
72hpf,7.33,2.25,0,13.81,1.13,3.95,0,0.85,0,0,0.85,0,0,0,2.25,0,4.79,30.44,4.23,31,0,0.56,1.41,0.85,51.58,48.48,0.28,0.28,0,21.7,0.28,1.13,2.82,0.28,0.56,2.54,0,0,0
21Day,9.62,1.85,2.59,52.91,1.85,14.43,0,8.14,0,0.74,7.77,0.37,1.11,3.7,35.52,4.81,6.29,13.69,16.65,61.79,0,0.37,3.33,0.37,28.49,31.08,0.37,1.11,0,17.76,6.66,0.74,3.7,0.74,2.59,1.11,0,0,16.65
3Month,0.42,8.11,3.43,105.89,0.83,0,1.77,3.33,0.21,18.2,41.5,0,59.91,45.04,8.53,81.03,10.82,32.45,37.24,30.89,4.06,0.42,14.67,7.28,3.64,0.83,5.1,2.39,0,0.83,3.12,91.53,0.94,0,0,1.04,16.64,151.45,44.83
22Month,0.68,9.98,4.37,38.54,0.27,0,0.68,2.19,0.14,6.7,122.71,9.57,93.74,32.25,14.07,78.03,3.42,3.96,63.54,20.09,0.82,2.6,8.47,0.68,1.91,0.27,2.73,3.69,1.09,0.96,0.41,26.51,0.82,0.96,0,0,1.78,0.82,16.94
