stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,10,0,0,0,2,6,349,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,6.48,2.54,0,5.07,1.13,7.61,0,0,0,0,0,0,0,0,0.28,0.56,2.54,12.68,0.85,9.02,0,0.28,1.13,0,222.38,606.26,0.28,51.3,0,13.81,0,0,20.29,0.85,0.56,0.56,0,0
21Day,1.48,0,0.74,1.85,0,2.96,0,0.74,0,0,0,0,1.11,0.37,0,0.74,0.37,1.11,0,4.07,0,0,1.11,0,39.96,88.8,0.37,29.6,0,1.85,4.07,0.37,4.44,0.37,0.37,0,0,0
3Month,0.1,0,0,0.73,0,0,0.1,0,0.21,0.42,0,0,1.98,0.42,0.1,0.42,0.42,0.1,0.42,0.73,0.21,0,0.21,0,4.47,2.08,0.21,40.36,0,0,0.1,2.08,0.1,0,0,0,0.31,0
22Month,0,0.55,0,0.55,0,0,0,0,0,0.14,0.14,0,3.96,0.27,0.14,0.41,0,0.14,0.41,0.14,0,0.27,0.14,0,1.37,0.55,0,46.05,0.14,0,0,0.68,0.27,0,0,0,0,0.27
