stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0.56,0,5.92,2.54,4.51,0,0,0,0.28,0,0,0,0.28,0.28,5.07,6.76,0,11.27,0,0.56,0.85,0.28,547.91,36.92,1.41,1.13,0,9.02,0,0,49.89,0,0,1.41,0,0,0
21Day,10.73,0.74,0.74,8.51,1.48,6.29,0,0,0,0.37,0,0.74,0,1.48,1.48,1.48,7.03,2.22,34.04,0,0,2.59,0,211.63,22.2,1.11,2.96,0,7.77,8.14,0.37,64.75,1.48,4.07,0.74,0,0,2.22
3Month,0.62,0.42,0.21,16.33,0.73,0,0,1.04,7.07,0.94,0,2.6,0.83,0,40.67,1.46,21.43,0.62,24.13,1.98,0.1,4.06,1.66,2.91,1.66,5.62,2.08,0,0.62,0.31,1.25,4.26,0.1,0,0.21,0.31,0.83,0.83
22Month,0.55,0.68,0.27,3.83,0,0,0.41,0,3.28,0.96,0.14,7.65,0.68,0.14,21.59,0.14,5.19,0.82,5.6,0.41,0.27,0.55,0,2.05,0.41,4.92,7.11,0.14,0.14,0.14,2.73,3.96,0.82,0,0.27,0.14,0,0.55
