stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,1.11,1.11,0,0.37,0,0,0,0.74,64.01,0.74,0,0,0,0,0,0,0,0,0,1.11,0.37,0,0,0,0,0,0,0,0.37,0,0,0,2.22
3Month,0.21,1.04,1.46,16.43,0,0.31,0.52,4.26,35.37,0.21,44.31,1218.66,0.21,12.9,2.39,4.99,11.75,8.74,2.91,0.1,2.81,2.81,0.73,0,1.04,0.94,0.62,3.43,4.99,3.74,0.94,0.1,0.1,5.62,7.59,7.39
22Month,0,1.5,0.41,1.78,0,0.68,0,0.41,5.6,0.68,16.26,431.27,0.27,1.37,0.14,0.82,3.28,2.32,0,1.09,0.82,0.14,0,0,0,0.55,0.14,0.14,0.41,0.55,0.41,0.27,0,0,0,2.46
