stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,2,44,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,0.28,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,1.69,0,3.38,0,0,0,0,29.88,9.02,0,0,2.25,0,0,1.41,0,0,0,0,0,0
21Day,2.59,0,0,2.96,0,1.11,0,0.37,0,0,0.74,0,0,0,0.37,0.37,0.37,8.51,0,0,0.37,0,11.47,6.66,0.37,0,2.22,0.74,0.37,1.11,0.37,0.74,0,0,0,0
3Month,0.21,0.31,0.21,2.39,0.1,0,0.21,0.1,0.42,0.94,1.77,0.42,0.21,1.04,0.62,0.42,0.62,2.08,0.73,0,0.1,0.31,1.35,0.42,1.14,0.52,0.52,0.1,30.37,0.1,0.1,0,0.1,1.14,49.82,0.42
22Month,0,0.96,0,3.14,0,0,0,0.14,0.14,0.96,5.33,0,0.27,0.14,0.27,0.96,4.1,4.92,0,0.27,0.14,0,0.41,0.14,0.82,0.27,0.27,0,6.15,0.41,0.14,0,0.14,0,0,0.27
