stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,4.79,1.97,0,0.56,0,0.56,0,0,0.56,1.41,0.28,0,0,0.28,0,0,0,0,0,0,0,0
21Day,1.11,0,0.37,9.25,0.37,1.48,0.37,0,0.37,0,1.11,0.37,0.74,1.48,0.37,5.18,0.37,2.96,0,0,45.51,0,2.59,1.48,0.37,0,0,1.48,0.74,0,0,0,0.74,0,0,0.37
3Month,0.1,0.83,0.31,6.03,0.1,0,0,0.83,1.87,0,8.74,1.87,0.42,2.39,0.42,0.83,0.83,1.98,0.21,0,145.42,0.1,0.21,0,0.31,0.21,0,0,0.73,3.43,0.21,0.1,0,0.73,0.73,0.42
22Month,0,0.55,0.41,0.96,0,0,0.14,0.27,1.64,0.14,8.75,0.68,0.27,0.96,0,0.55,0.55,1.37,0,0.27,61.08,0,0.27,0,0.14,0.14,0.14,0,0.14,1.23,0.14,0,0,0,0,0.27
