stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,6,10,0,0,0,0,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.97,0,1.97,0.56,1.69,0,0,0,0,0.28,0,0,0,0,0.56,0,1.13,9.86,0.56,7.05,0,0.85,0,0.28,7.05,22.27,0.56,0,0,5.92,0.56,0,0,2.82,0.28,0.28,0,0,0
21Day,6.29,1.48,0.37,11.84,0.37,11.1,0,4.07,0,0,1.48,0,0,0,0,28.49,0,0.37,1.48,5.55,17.76,0,0,1.85,0.37,6.66,8.51,0.37,0,0,8.88,2.96,0,1.48,3.33,0.74,1.11,0,0,1.85
3Month,0.21,1.77,0.94,17.79,0.21,0,0.73,0.62,0.1,3.02,9.78,0,0,24.76,7.59,4.16,6.76,1.46,5.2,9.05,4.99,1.25,0.1,1.87,1.46,0.73,0.62,1.66,0.52,0,0.52,1.46,0.1,116.92,0.31,0,0,1.98,38.69,9.99
22Month,0,1.5,0.96,4.24,0,0,0.68,0.41,0,1.23,31.16,3.01,0,32.11,1.91,3.42,9.29,0.82,0.68,11.48,3.83,0,0.68,0.55,0.14,0.55,0,1.91,0,2.05,0.41,0.68,0,15.85,0,0,0,0.14,0.14,1.37
