stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,43,0,0,0,7,0,0,0,0,0,0,0,0,0
72hpf,4.51,0.56,0,1.97,1.13,2.82,0,0,0,0,0,0,0,0,0,1.13,5.07,0.56,11.56,0,0.28,0,0,304.11,65.39,0.28,13.81,0,16.63,0,0.28,36.64,0,0.28,0.56,0,0,0
21Day,4.44,0,0,11.47,0,4.44,0,0.74,0.37,0.74,0,0,0.37,1.48,1.48,0,1.85,1.11,81.03,0,0,3.33,0,93.61,33.3,1.11,6.66,0,15.91,5.18,0.74,21.83,0.37,2.59,0.74,0,0,1.11
3Month,0.31,0.94,0.31,6.45,0,0,0.1,0,0.94,1.25,0,9.78,1.98,0.83,2.29,0.31,1.77,1.14,9.05,1.35,0,1.35,0.94,1.25,1.14,0.31,0.21,0,0.21,1.56,91.85,1.14,0.1,0,0.52,9.05,34.53,1.25
22Month,0.14,0.82,0.14,3.83,0.14,0,0.27,0.27,0.41,1.78,0.96,29.24,0.41,0.82,4.37,0,0.68,1.78,3.69,0.27,1.09,0.68,0,0.55,1.37,0.27,0.68,0.14,0,0.14,17.63,3.42,0.14,0,0,1.64,0.27,1.09
