stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0.85,0.28,0,0,0,0,0,0,0,0,0,0,6.76,0,0,0.28,0,0,0,0,0
21Day,0.37,0,7.03,1.85,1.85,0.74,0,0,0.37,0,0,0.37,0,0,22.2,0.37,0,0.74,1.85,0,0,0,0,1.48,0.74,0.74,0.37,8.88,0,0.37,0,0.37,0.37,0,0,0.74
3Month,0.21,0.83,12.07,9.05,1.14,0,0.94,0.1,4.16,3.85,0.94,17.68,3.12,0.31,308.83,1.14,2.39,2.18,11.86,8.63,0.21,0.94,12.07,0.21,0,3.95,0.62,6.03,3.33,3.22,0.83,0,0.62,1.04,1.35,2.18
22Month,0.14,0.55,0.27,1.91,0.27,0,0.14,0,1.37,0.68,0.27,34.03,0.41,0.41,95.24,0.27,0.14,0.68,3.28,0.14,1.09,0,0.27,0.14,0,0.82,0.14,1.91,0.27,0.68,0.41,0,0,0,0,0.41
