stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,4,291,0,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,2.82,0,0,0.85,0,1.13,0,0,0,0,0,0,0,0,0,0.28,4.23,0.56,2.54,0,0,0.28,56.09,90.47,0.56,0,2.25,35.79,0,0,34.1,0,0.28,0,0,0,0
21Day,0.74,0,0,3.7,0.37,4.07,0,0.37,0,0,0,3.7,0,1.11,0,0,0.74,1.85,4.44,0,0.37,0,11.47,45.14,0,0.74,1.48,97.68,0,0,22.57,0.37,1.11,0,0,0,0.37
3Month,0,0.52,0.1,2.5,0,0,0.1,0,0.1,1.14,0.1,47.12,1.04,0.1,1.14,0.21,0.73,0.62,0.73,0.21,0.31,0.21,0,0.31,0.62,0.1,0.1,33.6,0.1,0.31,0.1,0,0,0,0.1,1.04,0.73
22Month,0,0,0.14,0.41,0,0,0,0,0,0,0.27,9.02,0,0,0.41,0,0,0.27,0.14,0,0,0,0,0,0,0,0.14,9.57,0,0.41,0.27,0,0,0,0,0,0.27
