stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,15,0,2,0,0,0,0,1,0,0,0,0,0,2,7,6,19,0,0,0,1,11,65,0,0,0,2,0,0,0,0,2,0,0,0
72hpf,3.1,0.56,0,5.07,1.97,6.48,0,0.56,0,0,0,0,0,0,0.56,0.28,2.25,16.63,0.85,11.56,0,1.13,0.85,0,40.87,18.88,0.56,0.28,0,13.81,0.28,0.28,4.79,0,1.13,0,0,0
21Day,7.77,0,0,19.24,1.48,19.61,0,22.2,0,0.37,1.48,0,1.11,0.74,5.92,0.74,0,9.99,2.22,23.68,0,0,2.96,0,12.21,6.66,0.74,0.37,0,9.99,1.11,0,4.07,0.37,0,0.37,0,1.85
3Month,0.83,1.25,0.62,49.1,0.1,0,2.5,3.85,0.1,10.92,12.17,0,46.91,20.39,3.85,19.14,2.7,21.95,13.21,24.13,6.45,0,9.15,0.73,4.06,1.04,3.02,0.73,0,1.87,1.56,16.85,0.62,0,0.42,3.02,32.25,10.09
22Month,0.14,0.55,0,8.61,0.27,0,0.41,2.05,0.14,2.6,18.31,3.42,25.69,9.84,4.92,10.25,0.55,1.64,10.25,11.07,0.27,0.41,2.87,0.14,1.09,0.14,0.96,0.14,0.14,0,0.27,4.78,0.41,0,0.27,0.14,0.14,3.28
