stage,Epithelial_cell,Erythrocyte__Liver_,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neurosecretory_cell,Oligodendrocyte,Pancreatic_cell,Primordial_germ_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0,0,0.37,0,0,0,0.37,0,0,0,0,0,0,0,2.22
3Month,0.21,0.21,0.1,0.52,0,0.21,0.1,0.1,0.31,0.1,0.1,0.1,0.1,0.1,0.1,0.1,10.09
22Month,0,0.14,0.14,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0.82
