stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,4,0,12,1,49,0,4,0,0,0,1,0,0,0,0,0,2,9,15,0,0,0,0,7,66,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,66.52,18.88,0,98.65,12.68,1852.31,0,7.61,0,3.1,0,0.28,1.41,0,6.2,0.56,32.69,226.61,17.76,197.58,0,9.58,3.95,2.25,1006.76,475.76,3.1,5.07,177.85,3.1,0.85,75.54,5.07,5.07,10.15,0,0,0.85
21Day,41.81,5.92,5.55,119.51,5.55,3353.56,0,248.26,1.11,4.07,0.37,0,23.68,4.07,24.05,10.73,8.51,78.44,29.6,147.62,0.37,1.48,21.83,0.74,127.28,68.45,3.7,4.81,56.61,91.02,0.74,10.36,8.14,37,4.07,0,0,17.76
3Month,0.1,1.87,0.21,2.08,0,0,5.82,0.31,0.31,0.21,0,0,1.77,0.73,0,9.15,0.21,0.31,0.52,3.85,0,0,0.21,0.1,0,0.1,0,0,0.21,0.21,4.47,0,0,0,0,0.1,7.7,0.42
22Month,0,2.73,0.27,1.78,0,0,4.1,0,0.14,0.27,0,0,2.6,0.14,0.14,9.43,0.27,0.14,0.82,1.64,0,0,0,0,0,0,0,0.27,0,0.14,6.97,0.14,0,0,0,0,0,0
