stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0.28,0,0,0,0,0.28,0,4.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0.37,0,1.85,0,1.11,0,15.17,0,0,0,0,0,1.11,0,0,0.37,1.11,1.48,0,0,0,0,2.59,1.48,0,0,0.74,1.11,0,1.48,0,0.37,0,0,0
3Month,0,2.18,0.31,3.43,0,0,0.42,28.92,0,2.08,0,4.68,1.66,1.98,1.77,0.62,1.04,4.58,1.77,0.1,0.1,0.62,0.31,0,0.21,0.21,0.1,0.21,0.73,2.5,0,0,0,4.06,3.85,0.62
22Month,0.14,4.78,0.14,2.46,0.14,0,1.09,25.01,0.14,2.32,0.14,9.16,0.41,3.55,1.09,0.14,0.27,4.78,2.6,0.14,0.82,0.27,0.27,0.14,0.14,0.41,0.55,0.14,0.14,1.78,0.55,0.14,0,2.87,0,0.96
