stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,67,0,0,0,3,0,0,0,0,0,1,0,0,0
72hpf,5.36,0.28,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0,0,1.41,0,6.2,0,0,1.41,28.18,5.92,0,0.28,0,4.51,0,0,1.97,0,0,0.56,0,0,0
21Day,8.51,0.37,0,4.81,0.37,1.48,0,0.37,0,0,0.37,0,0.37,0,0.37,0,0,0.74,0,12.95,0,0,2.59,21.46,2.96,0,0.74,0,1.85,0.37,0.37,0.74,0.37,0.37,0,0,0,0
3Month,0.1,0.1,0,3.85,0,0,0,0,0.1,0.1,0.31,0.1,6.66,0.31,0.1,1.04,0.1,0.42,0.42,3.02,0.94,0,0.83,0.31,0,0.1,0,0,0.21,0.1,3.22,0.31,0.1,0,0.1,0.21,1.77,0.42
22Month,0,0.68,0.14,1.23,0.14,0,0.14,0,0,0,0.27,1.23,17.76,0.96,0.27,0.96,0.14,0.27,1.09,2.6,0,0.55,0.41,0.27,0,0,0.27,0.27,0.14,0,1.78,0.27,0.14,0,0,0,0,0.14
