stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,7,1,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,17,0,0,0,0,4,145,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,3.66,2.25,0,5.64,1.97,4.51,0,0.28,0,0,0,0,0,0,0,0.28,0,4.23,9.3,0.85,11.27,0,0.28,0.56,0.28,24.52,35.51,0,0.56,10.99,0.28,0,0,5.36,0,0,1.41,0,0,0
21Day,5.92,1.11,0,19.98,0.37,12.21,0,7.03,0,0,1.85,0,0,0.37,0,7.4,1.85,0.74,5.18,4.81,18.87,0.37,0,2.22,0,11.47,18.87,0.37,0.37,5.18,1.48,0,0,2.96,1.11,0.74,0,0.37,0,2.59
3Month,0.1,2.08,0.83,26.94,0.31,0,0.42,0.73,0,2.18,5.82,0,0,20.49,4.37,1.46,11.23,1.25,6.66,6.66,8.43,1.77,0,1.98,1.35,0.94,0.42,1.04,1.35,0.21,0.94,0.1,9.05,0.21,0,0,0.42,2.18,5.51,6.76
22Month,0,1.91,0.55,6.7,0.27,0,0,0.55,0.14,1.64,6.01,2.46,0,38.13,2.73,3.42,13.25,0.27,0.96,5.47,5.33,0.14,0.82,0.41,0.27,0.27,0,1.09,2.46,0.14,0.27,0,1.64,0.55,0.14,0,0,0.27,0,2.19
