stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,26,34,0,91,5,3,0,0,0,0,2,0,9,0,0,0,0,8,62,53,286,0,1,0,2,52,3954,0,0,0,33,0,0,1,0,0,10,0,0,0
72hpf,33.82,14.37,0,55.24,10.99,20.29,0,3.38,0,0,0,0,0.28,1.97,0,7.89,0,36.36,69.05,7.33,171.08,0,8.17,2.25,0.56,444.47,1295.37,1.69,2.54,0,86.81,5.92,1.13,67.08,1.13,0.85,8.46,0,0,0
21Day,74.74,7.77,1.48,110.26,1.48,154.28,0,74.74,0,1.11,8.51,1.85,0,3.7,2.59,55.5,7.4,3.7,23.31,25.16,227.54,0,0,21.83,0.37,128.02,434.36,1.11,2.96,0,63.27,26.64,7.77,54.39,5.18,10.73,4.81,0,0,15.54
3Month,0.62,1.66,1.56,59.19,0,0,1.25,4.16,0.21,2.6,13.94,0,0,15.91,14.15,6.35,11.96,2.81,12.59,14.15,15.91,1.66,0.1,3.22,1.66,3.02,4.89,3.22,1.04,0,1.14,3.64,356.78,1.35,0.1,0,0.21,8.22,37.65,23.2
22Month,0.27,4.37,1.5,14.62,0,0,1.64,3.96,0,2.73,26.1,4.92,0,37.03,7.11,14.48,14.89,0.68,2.05,27.88,10.25,0.55,1.37,2.05,0.14,1.78,1.37,3.28,1.5,4.1,0.55,0.68,53.84,0.55,1.37,0,0.14,0.41,0,5.47
