stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,67,1,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.56,1.41,0,4.51,0.85,1.13,0.28,0,0.28,0,0,0,0.56,0,0.85,1.13,38.61,6.76,0,0.85,0.28,0,7.33,10.43,0,0.28,0,10.15,0,0,1.69,0,0,0,0
21Day,0.37,0,0,8.88,0.37,1.11,0,0,1.48,0,0,0,5.55,0.74,1.11,9.62,66.6,2.96,0,0,1.85,0,1.48,2.59,0,0,0,2.22,0.74,0,0.37,0.74,0.37,0,6.66
3Month,0,0.62,0.31,6.76,0,0,0.1,0.62,0.73,0,7.8,2.29,0.21,0.42,0.21,0.31,53.05,0.1,0.52,0.21,0.52,0.31,0.21,0,0.1,0.1,0,0,0.73,0.52,0.1,0,0,0.21,5.93
22Month,0.14,1.09,1.23,5.19,0,0,0.14,0.14,2.05,0.68,85.27,0.55,0.41,0.96,0.27,0.14,35.67,1.37,0,2.05,0.14,0,0.14,0,0,0.14,0.14,0,0,0,0,0.14,0,0,6.15
