stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,14,1,0,151,1,0,0,0,0,0,0,0,3,0,0,0,0,5,29,4,94,0,0,0,0,89,319,0,0,18,0,0,0,0,0,0,2,0,0,0
72hpf,7.61,0,0,36.64,2.82,3.38,0,0,0,0,0,0,0,0,0,0,0,1.13,104.85,0,44.25,0,0,0,0,23.96,21.7,0,0,60.88,0.28,0,0,1.69,0,0,1.97,0,0,0
21Day,2.96,0,0,39.59,1.11,3.7,0,0,0,0,0.37,0,0,1.48,0,0.74,0.37,0.74,22.57,0,38.48,0,0,1.11,0.37,5.92,8.51,0.37,0.74,132.09,4.07,0,0,0.37,0.74,0.74,1.85,2.22,0,0
3Month,0.42,3.02,0.52,187.02,0.62,0,0.52,0.1,0.21,3.12,6.45,0.21,0,16.12,5.62,0.21,7.07,1.66,120.76,4.89,73.12,6.97,0.21,2.08,1.14,2.81,0.31,1.25,0.42,13.42,4.37,0.1,4.26,0.31,0,0,0.83,251.83,3.54,4.58
22Month,0.27,2.32,0.96,17.22,0.14,0,0.27,0.27,0,1.37,2.46,0.41,0,7.11,0.55,0.27,2.32,0.68,21.32,2.05,52.88,0.82,0.27,0.14,0,1.91,0.27,0.27,0.41,2.46,0.27,0,3.69,0.55,0.41,0,0.27,28.83,0,0.41
