stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,54,0,0,1,0,0,0,0,1,0,0,0
72hpf,0.28,0,0,0.28,0.28,0.85,0.28,0,0,0,0,0,0,0,0.56,0.85,0,1.41,0,0,0,0,12.12,12.4,0.28,0.28,1.69,0,0,0.56,0,0.28,0,0,0
21Day,1.11,0,0,2.59,0,0.37,0.37,0,0,0,0,0,0.37,0,0,0.37,0,5.18,0,0,0.37,0,5.18,5.92,0.37,0,0.37,0,0,0.37,0,0,0,0,1.11
3Month,0.1,0.83,0,4.37,0.21,0,0.1,0,0.31,0,3.54,0.21,0.1,1.35,0.1,1.14,0.21,1.56,0.1,0.1,0.42,0.31,0.31,0.42,0.1,0.1,0.1,0.42,4.37,0,0,0.1,0.62,1.77,10.19
22Month,0,0.68,0.14,1.91,0,0,0.27,0.14,1.23,0.55,8.75,0,0.27,2.73,0.14,0.41,0.41,1.23,0,0.82,0.41,0,0.14,0.14,0.41,0.68,0.14,0,0.55,0.27,0.14,0,0.14,0,7.38
