stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,0,0,0,0,0,35,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.69,6.48,0,3.38,0,18.04,0,0.28,0,0.85,0,0,0,0.56,0,0.28,7.05,4.51,37.49,0,0,0.56,0,6.48,2.25,0.28,0,16.07,0,0,1.13,0,0,0.28,0,0,0
21Day,8.88,1.48,0,15.17,0.37,1.11,0,0.37,0,0,0,0,0,1.11,0,0,5.55,6.66,72.15,0,0.37,3.7,0,4.81,1.48,0,0.37,3.7,1.48,0,0.37,0.37,0.74,0.74,0,0,0
3Month,1.98,10.4,0.31,32.56,0.1,0,0,0,0.21,3.22,0.21,3.95,1.35,0.1,1.35,0.62,21.32,1.56,59.29,8.95,0.1,13.94,0.52,0.62,0.42,0.1,1.77,2.91,0.42,1.14,0.21,0,0,0,2.39,0.94,1.35
22Month,1.23,8.75,0.14,10.25,0,0,0.55,0,0.14,1.78,2.32,16.94,0.96,0.41,1.09,0,5.33,2.19,46.6,0.41,0.68,6.01,0,0.96,0,0.27,0.14,0.27,0,2.19,0.27,0.14,0,0,0.14,0,0.27
