stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.85,0.28,1.69,0,0,0,0,0,0,0,0,0,1.13,3.95,0,2.25,0,0,0,1.41,148.53,4.51,0,0.85,0,1.69,0,0,4.23,0,0,0,0,0
21Day,0.37,0,0,1.85,0,3.33,0,0.37,0,0.37,0,0,0,0.74,0.74,0,1.11,0.37,3.7,0,0,0.74,0.74,87.32,5.55,0,0.37,0,1.85,2.96,2.59,7.4,0,0.37,0.37,0,0
3Month,0,0.31,0.1,3.33,0,0,0.1,0,0.21,0.42,0,6.14,0.94,0.1,1.56,0.62,0.94,0.31,2.29,0.31,0,0.73,6.55,1.25,0.31,0.73,0.1,0,0,0.52,13.11,0.42,0,0,0.1,1.77,0.94
22Month,0,0.41,0.55,3.14,0.14,0,0.14,0.14,0.41,1.37,0.14,18.72,0.41,0.14,2.19,0.27,0.41,0.14,5.33,0.27,0.68,0.55,0.41,2.19,0.14,0.14,0.27,0.96,0,0.14,15.03,0.82,0.14,0,0,0,0.82
