stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,6,0,72,1,2,0,0,0,0,0,0,10,0,0,1,0,5,53,32,79,0,0,0,2,41,545,0,0,0,15,0,0,0,0,0,0,2,0,0,0
72hpf,17.19,4.23,0,31,3.95,7.05,0,2.25,0,0,0,0,0,1.97,0,5.07,0,57.5,107.95,3.38,60.6,0,22.83,0.85,3.66,301.01,158.68,0.85,1.69,0,73.84,5.07,0,0.56,13.53,2.82,1.13,5.07,0,0,0
21Day,29.23,1.85,11.1,130.98,1.11,27.38,0,27.38,0,0.74,2.59,0,0,10.73,4.44,31.08,38.48,4.81,62.9,15.54,103.97,0,0,14.43,1.11,71.04,54.76,2.22,2.59,0,48.47,17.76,0,0.74,6.66,3.7,5.92,1.85,0.37,0,12.95
3Month,1.77,12.79,24.76,320.89,2.29,0,5.82,11.96,1.25,86.23,50.76,1.14,0,1011.15,113.69,24.76,446.34,34.22,112.65,89.35,91.74,16.23,2.39,20.8,43.9,18.52,3.74,19.45,7.28,0,10.71,22.26,0.42,202.21,3.95,0.42,0,1.98,27.25,15.19,84.57
22Month,0.96,9.57,22.14,99.89,0.41,0,4.24,4.65,1.09,35.26,59.99,42.77,0,1452.58,31.02,33.34,374.83,4.92,12.85,85.82,45.78,3.14,22.41,8.2,3.28,4.78,0.68,12.44,6.01,3.55,3.96,4.24,0,44.41,4.92,5.33,0,0.55,2.87,0,22
