stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,64,12,0,66,7,1,0,0,0,0,0,12,0,0,0,0,13,24,35,93,0,0,0,1,50,9181,2,0,13,1,0,0,2,0,0,3,0,0,0
72hpf,207.72,20.01,0,42.28,63.98,48.2,0,1.13,0,0.28,0,0,0.28,0,1.41,0.28,14.94,140.08,7.89,172.49,0,1.97,4.23,2.25,527.9,2618.65,1.13,29.03,103.44,1.69,0,0.28,417.42,2.82,1.41,9.3,0,0,0
21Day,84.36,3.33,2.96,65.86,19.98,57.72,0,9.25,0,1.48,0.37,0,7.4,2.96,18.13,8.88,4.07,85.1,14.06,96.94,0,0,14.06,0.37,138.01,1206.9,0.37,8.51,29.97,51.43,0,0.74,427.7,7.4,15.54,5.55,0.74,0,9.62
3Month,1.14,4.58,0.1,4.89,5.62,0,0.1,0.1,0.42,0.52,0,0,1.66,1.77,0,1.35,0.31,4.47,0.31,0.73,0.42,0,0.21,0.42,1.04,17.89,1.87,0.1,0.1,0.21,0.1,0.42,7.49,0,0,0.73,0.21,0.73,0.52
22Month,0.55,0.82,0.27,3.55,8.47,0,0.27,0,0.14,0.27,8.61,0,1.64,0.27,0.14,0.68,0,7.93,0.14,1.37,0,0.27,0.14,0,0,5.47,1.23,0.55,0,0,0,0.14,7.79,0,0,0.14,0,0,0.27
