stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0.56,0,0,0,0,0,0,0,0,0,0.28,3.1,0.56,0.28,0,0,0,0,4.79,0.56,0.28,0.28,0.56,0,0,0,0,0,0,0,0
21Day,0,0,0,5.18,0.74,1.11,0,0.37,0,0,0,1.11,0.37,3.33,0,1.48,3.7,2.59,1.48,0,0,0.37,0,2.22,0.74,0,0,0.37,0.37,0,0.37,0.37,1.48,0,0,2.96
3Month,0.21,0.52,0.21,8.43,0,0,0,0,1.56,2.18,0,8.22,2.29,0.52,2.5,1.35,1.46,4.06,1.04,0.21,0,1.35,0.62,0.1,0,0.52,0,0.1,0.42,0.83,0,0,0,0.1,0.21,4.47
22Month,0,0.27,0.68,2.46,0,0,0.14,0.27,0.14,1.78,0.96,11.34,1.23,0.55,1.09,0,0.14,3.28,1.23,0,0.14,1.09,0,0,0,0.68,0,0,0,0.41,0.27,0,0,0,0,1.09
