stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,11,4,0,35,0,0,0,0,0,0,0,13,0,0,0,0,34,6,13,34,0,0,1,10,2043,0,0,2,0,0,0,0,0,76,0,0,0
72hpf,34.95,7.33,0,27.06,3.95,33.54,0,0.28,0,0.56,0,0,0.28,0,1.13,0.28,12.12,58.34,5.92,51.01,2.25,3.1,1.13,1570.18,2296.5,1.13,3.66,61.16,1.13,0,67.36,6.76,6.48,61.16,0,0,0
21Day,11.84,2.96,1.11,32.56,1.48,38.11,0,5.92,0,1.11,0,0,4.44,0,8.88,7.77,8.14,21.09,5.18,29.23,0,4.81,0.74,610.11,693.73,1.11,2.22,20.72,27.75,0.37,34.78,8.14,14.8,37.37,0,0,7.03
3Month,0,0.1,0,1.66,0,0,0,0,0.1,0.31,0,0,1.35,0.31,0,0.94,2.7,0.21,0.21,0.21,0,0,0,3.64,4.26,0.21,0,0.1,0.21,1.04,0.94,0.1,0.1,3.85,0.1,0.42,0.21
22Month,0,0.14,0,1.09,0,0,0.14,0,0,0.27,0.27,0,2.73,0.14,0,0.55,0.82,0.14,0.27,0.14,0,0.14,0,1.09,2.05,0,0,0.14,0,0.55,0.55,0.55,0,0.96,0,0,0
