stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,131,5,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,0.28,0,0,0,0,0,0,1.97,0,0,0,0,3.38,0,0.85,1.69,35.51,4.23,0,0,1.69,0,1.41,0.85,0,0,0,0.56,0.56,0,0.28,0,0,0,0,0,0
21Day,1.85,0.37,0,11.1,0,1.48,0,2.22,0,0,3.7,0,0,0,5.55,71.04,0.74,1.11,2.22,96.57,5.92,0,0,1.48,0,5.55,1.48,0,0.37,0,2.96,1.48,0,2.22,0.74,0,1.48,0,0,34.78
3Month,0.42,3.54,0.83,13.73,0.1,0,0.94,0,0.1,1.77,86.23,0.1,0,12.27,215.32,6.14,12.07,1.14,2.91,83.01,6.24,1.56,0.31,1.35,3.85,0.42,0.1,2.81,0.42,0,0.21,2.29,0.73,23.92,0,0.21,0,1.77,34.64,117.96
22Month,0.27,3.42,1.23,5.19,0,0,3.42,0.14,0,1.5,385.08,3.83,0,22.96,82.4,6.56,7.79,0.55,1.23,118.75,5.88,0.41,0.68,0.82,0.41,0.14,0.14,1.64,1.37,0.41,0.27,0.68,0.14,5.33,0.82,1.09,0,0.55,0,33.48
