stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0,0,0,0,0,0,0,0.28,0,0.56,2.25,0,3.38,0,0,0,0,13.53,9.02,0,0,0,3.1,0,0,1.41,0,0,0,0,0,0
21Day,0.74,0,0,3.33,1.48,0,0.37,0,0,0,1.11,0,1.48,0,0.37,1.11,0.37,5.55,0,0,0,0,7.03,2.22,0,0,0,2.22,0.74,0,0.74,0.37,0.74,0,0,0,0
3Month,0.1,1.66,0.21,11.44,0,0.1,0.52,1.35,3.95,0.1,8.43,1.04,0.52,5.41,0.62,3.85,4.06,4.78,1.04,0,0.94,1.14,0.52,0.21,0.42,0.21,0,0.73,0.1,3.33,0.62,0,0,0.1,2.08,1.04,1.56
22Month,0.27,1.91,0,2.46,0,0.14,0.14,0.27,2.6,0.82,12.85,0.68,0.82,1.64,0.14,0.55,1.78,2.05,0.14,0.14,0.68,0,0.14,0,0.27,0.27,0.14,0.14,0.27,0.55,0.27,0.14,0,0,0,0,0.82
