stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,58,0,0,0,1,8,0,0,0,14,0,0,0,0,0,0,0,0,0
72hpf,7.05,1.13,0,1.69,0.85,3.38,0,0,0,0,0.28,0,0.28,0,0,0,1.13,29.31,1.97,265.78,0,0,0.28,21.14,7.61,0.85,0.56,0,294.25,0,0,3.38,0.28,0.28,1.69,0,0,0
21Day,7.03,0,0.74,5.92,0.37,5.18,0,0,0,0.37,1.11,0,0.74,0.37,10.36,0.37,0.37,14.43,9.62,303.02,0,0,0.74,5.92,2.59,0,1.11,0,93.24,7.77,0.74,0.37,0.74,3.33,1.11,0,0,2.22
3Month,0.1,0.52,0.31,10.19,0.21,0,0.1,0.52,1.46,0.21,3.43,0,3.64,1.04,7.39,2.18,0.42,2.81,10.09,71.36,13.31,0,2.18,0.31,0.1,3.74,0.21,0,0,0.21,6.14,0.1,0,0,0,0.21,4.06,2.5
22Month,0,0.27,0.55,4.78,0.27,0,0.68,1.09,0.14,0,7.93,0.82,7.52,1.09,17.9,0.82,0,1.5,34.98,35.67,1.37,0.27,0.68,0.41,0.14,1.64,0.14,0.14,0,0.27,2.46,0.14,0,0,0,0.14,0,1.09
