stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0,0,0
21Day,1.48,0.74,0.74,24.79,1.48,4.07,1.11,0,0,1.85,0,2.22,1.48,1.85,10.73,0.74,10.73,0,0.37,63.64,0,8.88,3.7,0,0,3.33,3.33,0,0.74,0,1.48,0.37,0,0,1.11
3Month,0,0.21,0.42,3.22,0,0,0,0.83,1.25,5.62,1.35,0,2.08,0.52,0.94,1.35,1.14,0.31,0.1,79.26,0.31,0.21,0,0.31,0,0.1,1.14,0.31,0.21,0.1,0,0,0.83,0.21,1.35
22Month,0,0.14,0.14,0.41,0,0,0,0,0,2.73,0.14,0,0.27,0,0.14,0.27,0.14,0.14,0,20.63,0,0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0.14
