stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,3,0,8,0,1,0,0,0,0,0,0,0,0,0,0,6,2,33,0,0,0,0,3,212,1,0,0,2,0,0,0,0,0,0,0,0
72hpf,2.82,1.41,0,3.95,0.28,1.69,0,0,0,0,0,0.28,0,0.28,0,5.36,5.64,0.56,12.4,0,1.41,0,0,40.02,83.99,0.28,0.56,0,9.02,0.28,0.28,2.54,0.28,0,0,0,0
21Day,6.29,0.74,0.74,11.1,0.74,15.54,0,10.36,0,0.37,0,1.85,0,5.18,0.37,0.74,1.85,2.22,20.35,0,0,1.48,0,15.91,35.89,0.37,0.74,0,6.66,2.96,0.74,4.07,0,0.74,0,0,1.11
3Month,0.21,0.94,1.46,24.24,0.21,0,0.62,1.04,2.5,1.98,0.21,19.14,2.29,2.18,11.44,1.77,5.41,3.54,9.99,1.25,0.1,1.25,1.87,0.83,1.04,2.18,0.52,0,0.42,1.04,130.44,0.21,0.1,0,4.58,15.91,5.51
22Month,0.14,1.23,0.41,3.55,0.41,0,0.68,0.68,0.68,3.28,0.96,39.63,1.37,3.55,9.02,0.27,0.82,4.78,7.24,0.27,1.23,1.09,0,0,0.55,0.68,1.09,1.09,0.27,0.27,29.52,0.27,0.14,0,0.41,0.14,0.82
