stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,5.07,0,1.97,0,0,0,0,0.85,2.25,0,0,0,1.13,0,0,0.28,0.56,0,0,0,0,0
21Day,0,0,0,7.4,0.37,0,0,0,0,0.37,0,0.37,0,0.37,0,0.37,4.81,1.85,2.59,0,0,0,0,0.37,0.74,0,0,0,2.59,0,0,0.74,0,0,0.37,0,0,0
3Month,0,0.83,2.08,62.83,0.21,0.52,0,0.21,9.88,12.59,0,10.71,11.75,1.46,47.33,2.81,13.73,16.95,3.64,2.5,0,1.35,0.73,0.62,0,1.14,0.52,0,0,1.04,0.21,9.67,0.1,0,0.1,1.66,5.51,21.43
22Month,0.14,2.73,2.32,19.95,0,1.09,1.23,0,4.51,35.94,1.64,15.85,18.86,7.79,43.59,1.78,3.14,26.51,4.92,0.14,0.82,1.91,0,0.55,0,2.19,0.55,0.68,0.41,0.14,0,4.1,0.55,0.14,0,0.82,0,9.7
