stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,75,10,0,66,3,2,0,3,0,0,0,0,1,0,0,0,0,16,40,59,152,0,0,0,2,68,809,0,0,0,17,0,0,0,0,0,8,0,0,0
72hpf,51.3,5.92,0,23.68,7.61,5.36,0,1.69,0,0,1.13,0,0,1.13,0,2.82,0.28,44.81,73.28,3.1,51.3,0,16.63,1.97,4.23,277.34,160.94,1.13,3.38,0,51.86,6.2,0.85,16.07,7.61,2.25,9.3,0,0,0
21Day,54.02,3.7,3.7,114.33,1.11,19.61,0,31.45,0,1.11,1.48,0,0,18.13,1.48,26.64,20.35,18.13,28.12,16.65,109.15,0,0.37,9.99,1.48,98.05,76.96,0.74,1.85,0,41.44,13.69,0.74,8.14,2.59,8.14,3.33,0,0,4.44
3Month,2.08,3.95,5.72,81.65,1.14,0,2.08,2.81,0.21,7.18,12.48,0.42,0,227.07,13.83,5.62,79.68,14.25,24.96,22.36,28.92,6.14,0.62,6.24,6.55,3.02,1.14,4.99,2.7,0,1.35,6.55,111.3,1.04,0.21,0,0.1,7.18,44.21,15.81
22Month,0.82,6.01,8.75,35.39,0.55,0,1.91,1.64,0,7.65,25.69,14.62,0,465.56,12.16,16.81,88.41,3.96,6.7,66.27,39.22,1.23,14.21,4.92,0.68,3.28,1.09,5.47,4.24,3.69,2.19,1.23,31.98,2.46,3.69,0,0.14,0.68,0.14,5.6
