stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,3,0,28,4,1,0,2,0,0,0,1,0,0,0,0,4,5,19,71,0,0,0,0,24,584,1,0,0,6,0,0,0,0,0,0,3,0,0,0
72hpf,15.78,5.36,0,13.53,2.82,11.27,0,1.13,0,0.28,0,0,0.28,0,3.1,0,10.43,25.08,1.97,43.4,0,2.54,0.85,1.41,444.19,222.1,1.69,1.13,0,25.08,1.13,0,0.28,13.81,1.41,0.56,3.1,0,0,0
21Day,14.43,1.11,1.48,29.97,1.11,23.68,0,15.91,0.37,1.11,0,0,5.55,1.48,10.73,1.85,4.81,11.47,8.51,35.52,0.37,0.37,2.96,0,102.49,50.69,1.11,1.85,0,14.8,5.92,0,1.48,5.18,1.48,4.81,2.59,0,0,1.85
3Month,0.83,6.14,1.98,66.15,0.83,0,1.25,2.7,8.84,10.51,0.42,0,81.03,17.47,4.68,36.51,5.1,19.35,21.95,31.83,5.93,0.1,6.35,4.16,4.78,1.77,3.95,3.02,0,1.25,3.43,0.1,118.68,1.35,0.21,0,1.14,9.47,32.77,18.52
22Month,0.41,8.75,1.37,22.14,0.14,0,1.64,2.05,4.65,13.8,6.42,0,102.76,9.02,10.52,30.88,1.5,3.55,17.76,20.63,0.68,2.19,3.42,0.27,3.42,0.27,3.96,6.29,0.14,1.5,0.27,0,34.71,1.91,1.37,0,0.55,1.37,0,5.33
