stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,14.09,1.13,0,0,0,0,0,0,0,0,0.28,0,0.28,15.5,0.85,3.38,0,0,0.56,0,6.76,12.4,0,0,17.47,0,0,3.66,0.28,3.1,0,0,0
21Day,0,0,0,17.76,1.48,0.74,0,0,0,0,0,0,0,0.37,0,0.37,7.03,0.37,3.7,0,0,1.48,0,0.74,2.59,0,0,7.03,0.74,0,2.22,0,0,0,0,0
3Month,0.1,1.46,0.1,29.54,0.21,0,0,0.83,0.52,1.14,0.1,2.7,0.62,2.08,1.04,3.22,8.53,4.68,16.95,2.29,0,1.04,0.31,0.83,0.73,0.83,0.42,3.02,0.31,3.22,0.21,0.1,0.73,6.14,13,1.56
22Month,0,0.82,0.14,20.09,0.27,0,0.55,0,0.14,4.92,0,4.65,0.14,3.01,0.14,0.27,1.37,4.78,8.75,0.41,0.14,0.14,0,0.82,0.14,3.28,0.96,0.55,0,0.41,0.27,0.14,0,1.09,0,0
