stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,0.28,0.28,0.28,0,0,0,0,0,0,0,0,0,0.85,1.69,0,1.13,0,0.28,0,0,3.66,3.66,0,0,0,0.85,0,0,0.56,0.28,0,0,0,0
21Day,0.37,0,0.37,2.22,0.37,1.11,0,0.37,0,0,0,0,0,0.74,0,0,0.74,0,2.59,0,0,0,0,1.11,2.96,0,0,0,0.74,0,0,0.37,0,0.37,0,0,0.74
3Month,0,0.42,0.1,7.49,0.1,0,0,0.31,3.33,2.08,0,8.74,1.66,0.21,5.3,0.62,2.08,2.6,2.5,0.31,0,0.52,0.42,0.42,0.1,0.42,0.31,0,0,0.42,2.6,0,0,0,0.94,2.29,1.66
22Month,0,0.96,0,2.46,0,0,0.14,0,1.09,1.78,1.64,12.85,1.09,0.55,4.78,0,0.27,1.5,1.23,0.14,0.27,0.27,0,0.27,0,0.14,0,0.27,0,0.14,0.27,0.14,0,0,0,0,0.55
