stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,5,0,0,0,0,4,46,0,0,0,0,0,0,0,1,0,0,0
72hpf,1.41,1.13,0,2.54,0.56,1.41,0,0.28,0,0,0,0,0,0,0,0.28,0,2.82,4.23,0.28,5.36,0,0.85,0.28,0.28,5.64,6.48,0.28,0,5.07,0,0,1.13,0,0.28,0,0,0
21Day,3.7,0.74,1.48,15.17,0,4.07,0,2.96,0,0.37,1.48,0,0,0.74,0,1.48,1.11,1.11,5.55,0.74,8.88,0,0,1.48,0,4.07,3.7,0,0.37,4.07,1.85,0.37,1.48,0.74,1.11,0,0,0
3Month,0,1.46,0.62,10.09,0.1,0,0.1,0.21,0.1,1.46,3.12,0,0,29.96,1.46,0.31,6.14,1.35,1.98,3.33,2.39,0.83,0,1.35,0.94,0.42,0,0.21,0,0.1,0.42,5.41,0.1,0,0.1,0.62,1.56,1.04
22Month,0,1.37,0.41,1.78,0,0,0.14,0.27,0,0.68,3.01,0.68,0,40.86,0.27,0.96,7.11,0.27,0.41,4.1,1.23,0.14,0.27,0.55,0.14,0,0.14,0.27,0.41,0,0.27,2.05,0.55,0,0,0.14,0,0.41
