stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.38,0.28,0,0,0,0,0,0,0,0.28,0,0,7.33,0,0.28,0,0,0,0.28,2.82,0.28,0,0,0.28,0,0.28,0,0,0.56,0,0,0,0
21Day,0.37,0.37,0.74,4.44,0,0,0,0,0,0,0.74,0,0,0,1.85,4.07,0.37,1.48,0,0,0.37,0,0.37,0.37,0,0,1.11,0,0,0,0.37,1.11,0.37,0,0,0.37
3Month,0,2.18,0.1,4.78,0,0,0,0.21,0.83,0.21,14.67,0.73,0.21,1.77,0.21,2.5,1.25,1.77,0.31,0,0.1,0.42,0.1,0,0.21,0.1,0.1,0.52,1.98,0.1,0,0,0.21,0.62,1.25,0.52
22Month,0,5.06,0.41,1.37,0,0.27,0.27,0.27,1.5,0,27.47,0.68,0.41,2.87,0.14,0.55,0.82,1.09,0,0.96,0.27,0,0,0,0.14,0.14,0.27,0,0.82,0,0.14,0,0,0,0,0.14
