stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0.28,0,0,0,0,0,3.1,0.28,0.28,0.28,0,0.56,0,0,6.2,3.1,0,0.28,0,0.28,0,0,0.28,0,0.28,0.28,0,0
21Day,0.74,0.74,0.37,6.66,1.48,2.59,0,3.33,0,0.74,0,0.37,0.37,2.59,3.33,1.48,1.11,2.96,2.59,0,0,0.37,0.37,2.96,1.85,0.37,0,0,0.74,1.11,0,0.37,0.74,0.37,0.37,0,1.48
3Month,0.21,0.31,0.1,3.54,0,0,0.42,0.31,0.31,1.87,0.1,7.7,0.73,0.1,4.16,1.25,0.31,2.29,0.94,0.21,0,0.21,0.21,0.83,0,0.1,0.31,0,0,0.42,11.23,0.1,0,0,0,1.98,2.08
22Month,0.27,0.68,0.41,1.64,0.14,0,0.96,0.68,0.27,6.56,0.27,26.65,3.01,0.82,6.97,0.68,0.41,4.78,1.91,0,1.09,0.41,0.14,0.14,0,0.55,0.27,0.14,0,0.14,3.01,0,0,0,0,0,0.96
