stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,1,1,0,0,0,0,0,3,0,0,0,0,1,2,1,5,0,0,0,0,8,51,1,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.97,0.56,0,1.69,0.85,5.92,0,0,0,0,0,0,0,0,0,0,2.25,3.95,0.56,3.1,0,1.13,0.28,0.28,276.21,26.21,0.56,1.13,5.92,0.28,0.28,3.95,0.85,0.56,0,0,0,0
21Day,3.33,0,0,5.18,1.11,4.81,0,1.85,0,0.74,0,0,0,0,0.74,0.74,0.74,1.48,0.74,14.8,0,0,0.37,0,81.77,10.73,0.37,0.37,3.33,2.96,0,2.96,4.07,10.36,0.37,0,0,0.74
3Month,0,0.21,0.31,6.55,0.21,0,0.21,0.94,0.83,1.35,0.1,0,6.87,0.94,0.31,2.81,0.83,1.98,2.29,6.45,1.77,0,1.66,0.42,6.55,0.31,1.46,0.94,0.1,0.42,13.31,0,0,0,0.1,0.94,7.49,2.5
22Month,0.14,0.41,0,1.91,0,0,0,0,0.27,1.78,0.41,0,15.17,0.68,0.27,2.6,0.41,0.27,1.09,2.19,0.14,0.96,0.41,0,1.37,0.14,0.68,0.41,0.27,0,2.6,0.68,2.6,0,0,0.27,0.14,0.41
