stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,30,1,0,7,1,0,0,0,0,0,0,0,0,0,0,2,1,2,13,0,0,0,0,4,153,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.64,0.28,0,8.46,0.56,2.25,0,0,0,0,0,0,0,0.28,0,0.28,5.64,0.56,70.46,0,0.28,0.28,0,31.57,39.46,0,0,8.46,0.28,0,1.41,0,0,0.28,0,0,0
21Day,5.55,0.37,0,9.25,0,2.22,0,1.11,0,0,0.37,0,0.74,1.48,0,0.37,5.18,2.22,24.79,0,0,1.11,0,15.91,15.91,0.74,0.37,4.81,0.74,0,1.85,0,0.37,0,0,0,0
3Month,0.62,1.25,0.31,10.4,0,0,0.1,0.1,1.14,2.18,0.1,13.21,4.26,0.42,4.26,0.31,3.22,3.64,4.37,0.31,0.1,0.62,0.94,0.94,0.21,0.31,0.83,0.31,0.42,5.72,0.21,0,0,0,0.73,7.49,1.56
22Month,0,0.96,0.68,2.6,0,0,0.55,0.14,0.82,3.83,0.27,22.14,1.37,1.09,4.51,0.41,0.82,4.24,2.87,0.14,0.55,0.68,0.14,0.55,0.14,0.55,1.23,0,0,2.73,0.14,0.14,0,0,0,0.14,0.96
