stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.41,0,2.82,0.28,0,0,0,0,0,0,0,0,0.28,0,1.41,1.41,1.69,2.82,0,0.28,0,0,1.97,0.85,0,0,1.69,0.28,0.28,0,0,0,0,0,0
21Day,1.48,0.74,0,11.1,0.37,2.96,0,0.37,0.37,0.37,0,0.37,0.37,2.96,0,0.74,3.33,5.55,12.95,0,0,1.11,0,1.48,4.44,0.37,0,2.96,1.48,0,0,0.37,0,0,0,0
3Month,0.1,1.14,0.62,13.21,0,0,0.42,0.31,4.89,0.83,0,51.7,2.29,0.42,2.81,2.08,4.16,8.95,7.59,0.83,0,0.62,0.42,0.31,0.21,0.31,0.21,0.21,0.94,4.16,0,0,0.1,0.42,0.42,0.73
22Month,0,1.78,0.68,3.96,0,0,0.14,0.14,1.37,0.68,1.64,163.84,0.96,0.82,5.6,0.14,0.41,6.29,7.11,0.41,0.96,1.37,0.14,0.27,0.27,0,0.14,0,0.14,2.46,0.27,0,0,0,0,0.55
