stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,26,2,0,4,0,0,0,9,3,233,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,4.79,20.01,1.97,0,0,0,0,0,0,0,0,0,2.54,5.07,0,1.97,0,0,0.28,1.13,78.35,28.18,0.85,0.56,4.23,0,0,0,21.14,0,0.56,0.56,0,0,0
21Day,2.96,2.22,0,11.84,12.58,1.85,0,0.37,0,0,0,0.37,0,1.85,0,0.37,3.33,0.37,15.54,0,0,3.7,0,22.94,7.03,0,0,2.59,2.96,0,0.37,9.25,0.37,0,1.85,0,0,0
3Month,0.21,1.46,1.04,77.49,3.54,0,0.42,0.1,1.25,4.16,0.1,18.83,3.54,0.73,7.07,22.57,5.62,3.85,14.35,1.56,0.21,3.02,3.43,18.83,0.73,1.35,0.42,0.62,2.39,0.1,12.59,1.14,0,0,0.94,1.66,420.75,2.29
22Month,0.27,0.96,0,29.93,0.82,0,0.14,0,0.27,1.37,1.91,13.39,0,0.27,1.64,4.65,0.82,1.23,5.33,0,0.41,0.55,0.55,4.37,0.14,0.14,0,0.27,0.14,0,10.52,0.82,0.14,0,0.27,0,1.78,0.41
