stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,9.02,0.56,0,5.07,0.85,6.76,0.28,0,0.28,0,0,0,0.28,0,1.41,8.74,1.13,8.46,0,0.56,0.85,0,939.12,64.26,2.82,3.95,0,9.86,0,0,5.36,0.28,0.85,0.28,0,0
21Day,2.22,0,0,6.29,0.37,3.7,0.74,0,0.37,0,0.37,0,1.11,0,0,2.59,1.48,4.81,0,0,1.11,0.37,203.86,13.69,2.59,2.22,0,0.74,5.18,0,0,0.37,2.22,0.37,0,0
3Month,0,0.21,0.1,2.6,0.1,0,0,0.42,0.31,0,3.85,0.62,0.1,0.83,0,0.94,0.62,0.83,0.21,0,0,0.1,4.68,0.21,6.45,0.42,0,0,0.31,1.87,0.21,0.1,0,0.21,0.73,0.73
22Month,0.14,0.55,0.14,1.23,0,0,0,0,1.37,0.68,25.28,0.82,0.14,2.6,0.14,0.27,0.55,1.5,0.14,1.09,0,0.14,3.28,0.27,8.47,0.41,0.68,0,0.14,3.14,0.82,0,0,0,0,0.55
