stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,3,0,5,0,2,0,0,0,0,0,0,0,0,1,3,4,29,0,0,0,0,2,199,0,0,6,0,0,0,0,1,0,0,0
72hpf,1.13,0,0,0.85,0,1.69,0,0.28,0,0.28,0,0,0.28,0,1.13,4.23,0,5.07,0,1.13,0.56,0,6.76,22.55,0.28,0.28,2.25,0.56,0,1.41,0.28,0.85,0,0,0
21Day,0.74,0,0,1.85,0,2.22,0,2.22,0,0.37,0,0,0.37,0,0.37,0.37,0.37,5.55,0,0,0.37,0,1.11,4.44,0.37,0,1.11,1.11,0.37,0.37,0,0,0,0,0.37
3Month,0.1,1.04,0.52,15.71,0.1,0,0.94,1.04,0.73,5.51,12.38,1.98,1.66,3.74,1.25,4.78,3.02,4.89,0.62,0.1,1.87,0.83,0.31,0.31,0.83,0.21,0.31,0.52,17.06,0.42,0,0.1,1.87,3.12,8.11
22Month,0,0.14,0,0.41,0,0,0,0.14,0,0.27,2.19,0,0.14,0.27,0,0,0.14,0.55,0,0,0,0,0.27,0,0.14,0,0,0.14,2.6,0.14,0,0,0,0,0.27
