stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,15,2,14,0,0,0,0,1,184,0,0,0,2,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,0,0,8.46,7.61,1.69,0,0,0,0,0,0,0,0.28,0,5.07,34.95,0,7.33,0,0.85,0,1.41,70.18,45.38,0.85,0.28,0,26.49,0.28,0,0.28,20.86,0,0,0.56,0,0,0.28
21Day,8.51,2.59,1.11,227.17,12.21,9.25,0,3.7,1.48,0.74,0.37,2.96,0.74,9.25,5.18,2.59,67.71,1.48,39.59,0.74,0.37,1.48,0.37,72.52,36.26,12.95,0,0,18.5,10.36,0,1.11,17.02,1.48,2.96,3.7,0,0,3.33
3Month,0.1,1.77,2.29,179.64,3.95,0,0.83,0.83,17.27,3.02,0.62,10.92,4.99,1.46,108.07,7.91,26.42,5.62,6.35,17.89,0.1,7.8,10.09,3.22,0.83,27.46,0.62,0,1.35,2.81,0.1,28.4,1.04,0.1,0,1.56,2.08,9.36,5.51
22Month,0.55,1.37,1.37,42.09,1.37,0,0.41,0.68,3.55,6.15,117.38,18.45,2.73,4.65,105.08,1.09,7.38,3.96,4.78,3.42,0.55,5.88,0.41,1.37,0.82,32.11,0,0.82,0.27,0.68,0,7.93,2.87,0.55,0,1.5,0.55,0.14,3.01
