stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0.28,0,0,0,0.56,0,0,3.1,0.56,0,0,0,0.56,0.28,0,0.56,0.28,0,0,0,0,0
21Day,0.37,0,0,9.62,0.37,0.37,0.74,0,0,0,5.92,0,0.37,1.85,0.37,6.29,0,2.59,0,0.37,0,0,3.7,2.96,0,0.37,0,1.11,1.48,0,2.22,0.74,1.48,0,0,0,0.37
3Month,0.1,0.21,0.42,18.83,0,0,0,9.26,1.25,0.1,11.55,0.94,0,14.56,0.62,4.16,0.62,0.42,0.21,0,0.21,0.1,0.21,0,0.21,0.31,0,0,0.83,12.27,0,0,0,0.21,0.42,3.12,0.52
22Month,0,0.41,0.27,2.6,0,0,0.14,2.32,1.78,0.27,8.75,0.27,0.14,2.19,0,0.27,0.55,1.23,0,0.14,0.27,0,0.41,0,0.14,0.41,0.14,0,0,0.96,0.82,0.41,0,0,0,0,0.82
