stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0.56,0,0.56,0.56,1.13,0,0,0,0,0,0,0,0,0,0,0,1.13,0.56,1.69,0,0.28,0,0,141.49,4.23,0.28,3.1,1.69,0,0,1.41,0,0,0,0,0
21Day,1.11,0,0.74,3.33,0.74,2.22,0,0.74,0,0,0.37,0,0.37,0,0.74,0.74,0,1.11,0.37,6.66,0,0,0,0,80.66,3.33,0.74,2.96,1.85,1.85,0.37,0.74,1.48,1.48,0.37,0,0.37
3Month,0,0.1,0,1.04,0,0,0.1,0,1.98,0,0.1,0,1.87,0.31,0.1,0.73,0.42,0.1,0.31,4.78,0.31,0,0.1,0.1,0.73,0.31,0.21,0,0,0.21,1.66,0.31,0,0.1,0.31,0.1,0.42
22Month,0,0.14,0.14,0.82,0,0,0.14,0,1.09,0.14,0.41,0.27,5.06,0.41,0.41,0.27,0,0.14,0.14,6.7,0.14,0,0,0,1.37,0,1.5,0.55,0,0,2.05,0.41,0,0,0.14,0,0
