stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,0,0,8,0,0,0,0,0,0,1,0,0,1,0,1,1,4,9,0,0,0,0,4,989,0,0,0,1,0,0,0,0,0,10,0,0,0
72hpf,10.99,1.13,0,4.51,0.85,10.43,0.28,0,0,0,0,0,0,0.28,0.28,1.69,11.56,1.69,11.56,0,0.56,0,0,333.43,822.43,1.13,0,0,15.5,0,0,13.25,37.49,40.3,7.05,0,0,0
21Day,3.7,0.37,0.37,8.88,0,9.62,0.74,0,1.11,0,0,1.48,0,2.22,0.74,1.11,4.44,1.11,9.25,0,0,1.85,0.37,75.11,196.83,0.37,0.74,0,5.55,3.33,0.74,5.18,34.04,162.79,1.48,0,0,1.48
3Month,0,0,0,0.94,0,0,0,0.1,0.83,0,0,2.18,0.62,0,1.46,0.1,0.1,1.77,0.94,0.21,0,0,0,1.25,4.78,0,0,0,0.1,0.1,8.53,10.82,0.21,0.1,5.93,0.21,0.62,0.83
22Month,0.14,0.55,0.27,0.96,0.14,0,0,0,3.96,0.41,0,5.88,0.55,0,0.55,0,0.14,2.19,1.09,0,0.27,0,0,1.37,0.27,0,0,0.14,0,0,5.06,35.8,3.14,0.27,2.19,0.14,0,0.14
