stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.41,0.85,0.28,0,0,0,0,0,0,0,0,0,0.28,0.56,0.28,1.69,0,0,0,0,4.23,2.25,0,0,0.28,0,0,0.56,0,0,0
21Day,0.37,0,0,1.48,0,0.74,0,0.74,0,0,0,0.37,0,0,0,0,0.74,0,2.22,0,0,0,0,1.48,0.74,0,0,0.37,0,0,0,0,0,0
3Month,0.1,0.42,0.42,5.72,0,0,0.1,0.31,0.73,1.04,0,8.84,2.08,0.1,3.22,0.83,1.46,2.39,3.02,0.31,0.1,0.73,0.31,0.42,0,0.21,0.52,0.21,0.21,3.22,0.1,1.04,0.52,1.46
22Month,0,0.14,0.14,1.5,0,0,0.14,0,0.14,2.05,0.55,11.75,0.96,0.14,2.32,0,0.14,1.23,1.78,0,0,0,0,0.27,0,0.14,0.14,0,0,0.68,0.14,0,0,0.82
