stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,13,0,37,5,0,0,1,0,1,0,0,0,0,0,4,6,57,28,0,0,0,1,22,234,1,0,13,0,0,0,0,0,0,3,0,0,0
72hpf,5.36,5.36,0,12.68,1.41,4.23,0,0.28,0,1.41,0,0,0,0.56,0,4.51,26.21,9.3,31.57,0,3.1,1.69,0.85,202.65,69.05,0.85,4.79,34.95,0.85,0,0.56,18.88,0.56,0.28,3.38,0,0,0
21Day,8.88,2.22,0.74,41.07,1.11,20.35,0,5.92,1.11,8.88,0,1.85,3.33,32.56,2.96,3.7,11.84,36.26,41.07,0,0.37,5.92,0,83.25,40.33,2.59,19.24,18.5,8.14,0,2.96,13.32,1.11,4.81,1.48,0,0,19.61
3Month,0.21,2.81,0.31,17.89,0.21,0,0.21,0.52,1.87,27.77,0,9.15,57.94,1.35,5.2,1.14,5.51,24.86,6.55,0.94,0,6.24,4.26,1.04,0.21,1.66,3.95,0.73,1.04,0.31,14.46,0.42,0,0,0.1,2.29,6.55,15.39
22Month,0.14,5.19,0.82,8.75,0.14,0,0.55,0.41,1.91,81.85,2.05,20.91,19.54,3.69,3.96,0.27,1.09,41.54,4.78,0.14,1.09,3.42,0.27,0.55,0.14,0.82,13.66,0.55,0.82,0,2.87,1.09,0.41,0,0.14,0.68,0.14,8.47
