stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,12,0,63,3,0,0,1,0,0,3,0,11,0,0,0,0,6,22,40,58,0,0,0,0,40,501,0,0,7,0,0,0,0,0,3,0,0,0
72hpf,14.09,13.25,0,41.71,8.46,15.78,0,1.13,0,0,1.13,0.28,0.28,0,0,4.23,0.28,12.4,65.11,5.92,83.15,0,6.48,3.95,1.13,255.92,166.01,4.23,5.64,86.25,0.28,0.85,43.97,3.1,1.41,7.61,0,0,0
21Day,31.45,5.92,1.85,111,4.07,44.03,0,21.46,0,1.11,4.81,0.74,0,5.55,5.55,57.72,8.14,9.99,33.67,41.44,153.91,0,0,19.24,0.37,155.76,89.91,4.81,7.03,61.42,14.43,1.85,19.98,8.14,12.58,5.55,0.74,0,26.27
3Month,0.21,6.45,0.94,54.61,0.73,0,0.73,1.25,0.1,6.35,12.27,0.31,0,47.95,11.13,3.64,11.65,2.7,12.69,14.56,16.43,3.43,0.1,6.66,2.91,3.43,0.73,4.68,1.04,0.94,1.66,31.31,0.94,0.1,0,0.31,6.14,5.62,23.3
22Month,0.27,13.8,1.64,28.97,0.27,0,1.23,0.96,0.14,4.51,17.76,7.11,0,97.29,5.6,7.11,27.6,0.96,4.92,21.32,20.77,0.27,2.73,4.37,0.41,3.42,0.14,6.29,3.01,1.37,0.41,7.79,1.78,1.5,0,0,2.05,0,15.99
