stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,134.44,0.56,0,1.13,1.69,0,0,0,0,0,0.28,0,0,0,0,0,3.66,0.56,3.38,0,0,0,0,14.94,5.64,0,0,0,1.41,0,0,0.28,0.28,0.28,0.28,0,0,0
21Day,28.49,0,0,1.11,1.85,0,0.37,0,0,0,0,0.37,0.37,0.74,0.37,0.37,2.22,0,2.96,0,0,0,0,8.51,1.85,0,0.37,0,0.74,0.74,3.33,0.37,10.73,73.26,0,0,0,0.74
3Month,16.95,0.21,0,3.54,0,0.1,0,0.52,1.04,0,0,4.06,1.56,0.21,1.25,0.62,0.83,1.25,2.81,0.31,0,0.31,0.73,1.25,0.21,0.52,0.52,0,0,0.73,103.08,0.31,0.31,0.1,0,0.42,17.27,1.35
22Month,5.47,0.41,0.41,1.78,0,0,0,0.41,1.5,0.82,0,16.12,0.55,0.41,2.46,0.14,0.55,1.23,3.83,0.14,0.41,0.41,0,0.55,0.27,0.14,0,0.27,0,0.14,22.55,0.41,0.55,0,0,0,0.14,0.41
