stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.85,0,0.28,0,0,0,0,0,0,0,0,0,0,1.13,0,1.41,0,0,0,0,20.29,2.54,0,0,1.13,0,0,0.85,0,0,0,0,0,0
21Day,1.48,0,0.37,2.22,0.37,1.11,0,0.74,0,0,0,0,0,0.37,0,0.74,1.48,0.37,3.7,0,0,0.37,0,16.65,2.96,0.37,0.74,1.85,0.37,0,0.74,0.74,0.37,0.37,0,0,0
3Month,0,1.25,0.1,10.71,0.21,0,0.21,0,0.94,2.81,0.1,1.87,0.21,0,2.18,0.94,3.95,1.77,5.1,1.25,0,0.42,1.46,1.87,0.31,0.94,0.62,0.21,0.42,3.12,0.1,0,0,0.1,2.08,4.99,0.83
22Month,0,1.37,0,1.37,0,0,0.14,0,0.14,1.37,1.09,3.83,0.55,0.14,1.23,0.14,0.55,0.82,1.5,0.14,0.14,0.14,0,0.68,0,0.27,0.27,0.27,0,0,0,0.14,0,0,0.14,0,0.27
