stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,0,0,0,0,5,80,1,0,1,0,0,0,0,0,0,0,0
72hpf,2.54,0.85,0,1.97,1.13,0.85,0,0,0,0,0,0,0,0,0.28,0,1.97,3.66,0.28,4.79,0,0.28,0,0,35.51,28.75,0,0,4.79,0,0,1.13,0.28,0,0,0,0
21Day,4.44,0.37,0,15.54,1.85,9.25,0,5.18,0,0.37,0,0,0.74,0,7.77,0.74,1.48,7.77,3.7,17.76,0,0,2.96,0,20.72,25.53,0.37,1.11,6.66,2.22,0,1.48,1.11,1.11,0,0,3.7
3Month,0,0.1,0.1,1.14,0,0,0,0.1,0.42,0.21,0,0,4.68,0.42,0.1,0.94,0.21,0.73,0.62,0.83,0.1,0,0.52,0.21,0,0,0.1,0.1,0.1,0.21,1.98,0.1,0,0,0.21,0.31,0.94
22Month,0,0.41,0.14,0.82,0,0,0.27,0.14,0,1.37,0.55,0,11.48,0.55,0.41,1.23,0,0.41,0.82,1.23,0,0.55,0.41,0,0.14,0,0.14,0,0,0,0.41,0,0,0,0.14,0,0.82
