stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.56,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0.37,0,0.37,0,1.11,0.37,0,0,0,0,0,0,0,0,0,0,0
3Month,0.1,3.02,6.66,21.43,0.31,4.99,0.21,0.21,3.22,6.97,0.21,2053.61,7.39,0.21,26.84,4.78,6.45,6.45,10.3,1.25,14.04,5.3,3.74,1.25,0.1,2.39,2.08,0,0.42,26,0.31,6.55,0.31,0,0.1,3.64,2.5,5.51
22Month,1.5,5.6,3.01,16.12,0,15.99,0.27,0,2.32,12.98,2.46,4550.84,7.38,2.05,28.42,1.09,2.6,11.62,19.27,0.68,376.06,6.15,1.09,1.09,0.27,3.69,6.01,1.78,0.68,8.75,0,7.52,1.91,0.68,0.14,1.37,0,7.79
