stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,7,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0.85,0,0,0,0.28,0,0,0,0,0,0,0,0.56,3.1,0,0.85,0,0,0,0,4.51,1.69,0,0,2.54,0,0.56,0,0,0,0,0,0,0
21Day,0,1.11,2.59,0.37,0.74,0,0.37,0,0.74,0,0,0,0,0,0,2.96,0.37,13.32,0,0,1.48,0,2.96,0.74,0.37,0,3.33,0.37,3.7,0.74,0,0.37,0.37,0,0,1.11
3Month,0.52,2.08,5.72,0.1,0,0.1,0,0.62,0.83,0.1,5.1,1.35,0.1,2.29,0.73,2.18,1.56,3.02,0.73,0,0.73,0.83,0.42,0.31,1.04,0.31,0.31,0.1,111.4,0.1,0,0,0.1,0.83,10.61,1.04
22Month,0.14,2.05,4.37,0.14,0,0.14,0.14,0.14,2.05,1.23,23.64,0.27,0.96,0.55,0.14,1.37,1.64,4.65,0.14,0.27,0.41,0.14,0.41,0,0.27,0.55,0,0.14,11.62,0.68,0.14,0,0.14,0.14,0,1.09
