stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,48,41,0,0,0,0,99,20,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,0.28,0.56,0.56,0,0,0,1.69,0,0,0,1.13,0,2.25,0.85,2.25,9.86,0,0,0,0,5.92,3.38,0,0,0,4.23,0,0,0,0,0,0,0,0,0
21Day,0.74,0,0,7.4,0,1.11,0,0.37,0,1.48,0.37,0,1.48,1.48,5.92,1.11,0.74,2.59,7.77,0,0,0,0,0.74,0.37,0.37,0.37,0,0.74,0.37,0,1.85,0.74,0,0,0,0,0.37
3Month,0.21,2.91,3.95,66.57,0,0,1.66,0.31,37.65,61.06,0.1,158.42,36.51,3.74,227.17,4.58,7.8,39.73,9.47,1.98,0.21,11.65,4.16,2.7,0.1,7.49,0.31,0,0.1,3.74,0.21,13.11,0,0,0.1,2.39,5.2,27.36
22Month,0.41,7.24,6.01,33.21,0,0,1.78,0.41,19.27,107.41,57.8,347.91,28.42,8.47,237.5,1.23,5.74,50.56,12.85,0.27,7.65,6.56,0.41,0.96,0,5.06,1.09,0.41,0.14,1.5,0,20.63,0.82,0.27,0.14,0.27,0,12.16
