stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.28,0,1.13,0,0,0,0,1.97,2.25,0,0,0,0.56,0.28,1.97,0.28,0,0,0,0,0
21Day,1.11,0,0.74,4.44,0,0,0,0,0,0,1.85,0,0.37,0,0,1.11,0.37,2.22,0,0,2.96,0,2.59,3.33,0.37,0,0,0.74,0.74,15.91,0.37,0.37,0,0,0,0
3Month,0.52,2.08,0.73,19.45,0.31,0.31,0.42,2.39,5.1,0.31,21.32,6.76,0.31,10.71,2.08,6.45,5.62,8.43,1.14,0.1,2.39,2.6,1.14,0.62,2.08,1.46,0,0.31,6.66,750.79,0.62,0.1,0.21,3.95,72.29,3.64
22Month,0.41,0.68,0.55,5.19,0.14,0.27,0,1.09,1.64,22.68,16.67,0.27,0.41,2.19,0.41,1.64,0.82,3.69,0,0.55,0.55,0,0.14,0,1.23,0.14,5.19,0.41,0.27,133.23,0.55,0,0.14,0.14,0.41,0.41
